 capri_step pdb run acc_top1 acc_top5 acc_top10 acc_top20 acc_top48 med_top1 med_top5 med_top10 med_top20 med_top48 high_top1 high_top5 high_top10 high_top20 high_top48
229 3 7kf1 run-bound-CDR-EpiVag-mpi-50-50 0 1 3 5 13 0 0 0 1 7 0 0 0 0 3
230 3 7kf1 run-bound-CDR-EpiVag-AA-mpi-50-50 0 2 4 10 16 0 0 2 6 10 0 0 1 3 6
231 3 7phu run-bound-Para-Epi-mpi-50-50 1 5 10 20 25 1 5 10 20 23 1 5 10 20 23
232 3 7phu run-bound-CDR-EpiVag-mpi-50-50 1 2 3 3 5 1 2 2 2 2 1 1 1 1 1
233 3 7phu run-bound-CDR-EpiVag-AA-mpi-50-50 1 3 3 4 5 1 3 3 3 3 0 2 2 2 2
234 3 6xsw run-bound-Para-Epi-mpi-50-50 1 5 10 15 16 1 5 10 15 15 1 4 9 13 13
235 3 6xsw run-bound-CDR-EpiVag-mpi-50-50 1 5 9 9 9 1 5 6 6 6 0 4 4 4 4
236 3 6xsw run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 19 23 1 5 10 18 20 0 0 3 5 5
237 3 7s13 run-bound-Para-Epi-mpi-50-50 1 5 10 20 41 1 5 10 20 40 0 4 9 19 35
238 3 7s13 run-bound-CDR-EpiVag-mpi-50-50 1 3 5 8 11 1 3 5 7 7 0 1 2 2 2
239 3 7s13 run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 9 16 23 1 4 9 12 15 0 0 2 2 2
