,pdb,antigen,model_name,protocol,stage,topn,topn_dockq
1891,7phu,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.058
1892,7phu,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.192
1893,7phu,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.284
1894,7phu,experimental,IgFold,CDR-VagueEpi-AA,Clustering,1,0.036
1895,7phu,experimental,IgFold,CDR-VagueEpi-AA,Clustering,10,0.096
1896,7phu,experimental,ABodyBuilder2,Para-Epi,Rigid-body,1,0.089
1897,7phu,experimental,ABodyBuilder2,Para-Epi,Rigid-body,10,0.268
1898,7phu,experimental,AlphaFold2,Para-Epi,Rigid-body,1,0.109
1899,7phu,experimental,AlphaFold2,Para-Epi,Rigid-body,10,0.294
1900,7phu,experimental,ABlooper,Para-Epi,Rigid-body,1,0.236
1901,7phu,experimental,ABlooper,Para-Epi,Rigid-body,10,0.401
1902,7phu,experimental,IgFold,Para-Epi,Rigid-body,1,0.02
1903,7phu,experimental,IgFold,Para-Epi,Rigid-body,10,0.281
1904,7phu,experimental,ABodyBuilder2,Para-Epi,Refinement,1,0.025
1905,7phu,experimental,ABodyBuilder2,Para-Epi,Refinement,10,0.375
1906,7phu,experimental,AlphaFold2,Para-Epi,Refinement,1,0.024
1907,7phu,experimental,AlphaFold2,Para-Epi,Refinement,10,0.363
1908,7phu,experimental,ABlooper,Para-Epi,Refinement,1,0.237
1909,7phu,experimental,ABlooper,Para-Epi,Refinement,10,0.429
1910,7phu,experimental,IgFold,Para-Epi,Refinement,1,0.032
1911,7phu,experimental,IgFold,Para-Epi,Refinement,10,0.311
1912,7phu,experimental,ABodyBuilder2,Para-Epi,Clustering,1,0.025
1913,7phu,experimental,ABodyBuilder2,Para-Epi,Clustering,10,0.375
1914,7phu,experimental,AlphaFold2,Para-Epi,Clustering,1,0.174
1915,7phu,experimental,AlphaFold2,Para-Epi,Clustering,10,0.267
1916,7phu,experimental,ABlooper,Para-Epi,Clustering,1,0.237
1917,7phu,experimental,ABlooper,Para-Epi,Clustering,10,0.456
1918,7phu,experimental,IgFold,Para-Epi,Clustering,1,0.032
1919,7phu,experimental,IgFold,Para-Epi,Clustering,10,0.044
1920,7phw,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.114
1921,7phw,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.267
1922,7phw,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.108
1923,7phw,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.381
1924,7phw,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.043
1925,7phw,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.156
1926,7phw,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.233
1927,7phw,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.233
1928,7phw,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.143
1929,7phw,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.279
1930,7phw,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.135
1931,7phw,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.348
1932,7phw,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.125
1933,7phw,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.169
1934,7phw,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.121
1935,7phw,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,10,0.235
1936,7phw,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.143
1937,7phw,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.145
1938,7phw,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.135
1939,7phw,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.348
1940,7phw,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.153
1941,7phw,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.169
1942,7phw,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,1,0.113
1943,7phw,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,10,0.141
1944,7phw,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,1,0.094
1945,7phw,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,10,0.188
1946,7phw,alphafold2,AlphaFold2,Para-Epi,Rigid-body,1,0.41
1947,7phw,alphafold2,AlphaFold2,Para-Epi,Rigid-body,10,0.425
1948,7phw,alphafold2,ABlooper,Para-Epi,Rigid-body,1,0.055
1949,7phw,alphafold2,ABlooper,Para-Epi,Rigid-body,10,0.171
1950,7phw,alphafold2,IgFold,Para-Epi,Rigid-body,1,0.15
1951,7phw,alphafold2,IgFold,Para-Epi,Rigid-body,10,0.231
1952,7phw,alphafold2,ABodyBuilder2,Para-Epi,Refinement,1,0.249
1953,7phw,alphafold2,ABodyBuilder2,Para-Epi,Refinement,10,0.249
1954,7phw,alphafold2,AlphaFold2,Para-Epi,Refinement,1,0.408
1955,7phw,alphafold2,AlphaFold2,Para-Epi,Refinement,10,0.547
1956,7phw,alphafold2,ABlooper,Para-Epi,Refinement,1,0.168
1957,7phw,alphafold2,ABlooper,Para-Epi,Refinement,10,0.214
1958,7phw,alphafold2,IgFold,Para-Epi,Refinement,1,0.147
1959,7phw,alphafold2,IgFold,Para-Epi,Refinement,10,0.256
1960,7phw,alphafold2,ABodyBuilder2,Para-Epi,Clustering,1,0.209
1961,7phw,alphafold2,ABodyBuilder2,Para-Epi,Clustering,10,0.209
1962,7phw,alphafold2,AlphaFold2,Para-Epi,Clustering,1,0.408
1963,7phw,alphafold2,AlphaFold2,Para-Epi,Clustering,10,0.547
1964,7phw,alphafold2,ABlooper,Para-Epi,Clustering,1,0.214
1965,7phw,alphafold2,ABlooper,Para-Epi,Clustering,10,0.231
1966,7phw,alphafold2,IgFold,Para-Epi,Clustering,1,0.147
1967,7phw,alphafold2,IgFold,Para-Epi,Clustering,10,0.256
1968,7phw,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.286
1969,7phw,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.286
1970,7phw,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.074
1971,7phw,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.204
1972,7phw,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.098
1973,7phw,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.149
1974,7phw,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.101
1975,7phw,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.236
1976,7phw,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.326
1977,7phw,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.347
1978,7phw,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.236
1979,7phw,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.236
1980,7phw,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.101
1981,7phw,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.231
1982,7phw,experimental,IgFold,CDR-VagueEpi-AA,Refinement,1,0.19
1983,7phw,experimental,IgFold,CDR-VagueEpi-AA,Refinement,10,0.297
1984,7phw,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.326
1985,7phw,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.347
1986,7phw,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.236
1987,7phw,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.267
1988,7phw,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.101
1989,7phw,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.231
1990,7phw,experimental,IgFold,CDR-VagueEpi-AA,Clustering,1,0.127
1991,7phw,experimental,IgFold,CDR-VagueEpi-AA,Clustering,10,0.127
1992,7phw,experimental,ABodyBuilder2,Para-Epi,Rigid-body,1,0.099
1993,7phw,experimental,ABodyBuilder2,Para-Epi,Rigid-body,10,0.204
1994,7phw,experimental,AlphaFold2,Para-Epi,Rigid-body,1,0.111
1995,7phw,experimental,AlphaFold2,Para-Epi,Rigid-body,10,0.264
1996,7phw,experimental,ABlooper,Para-Epi,Rigid-body,1,0.118
1997,7phw,experimental,ABlooper,Para-Epi,Rigid-body,10,0.118
1998,7phw,experimental,IgFold,Para-Epi,Rigid-body,1,0.198
1999,7phw,experimental,IgFold,Para-Epi,Rigid-body,10,0.216
2000,7phw,experimental,ABodyBuilder2,Para-Epi,Refinement,1,0.369
2001,7phw,experimental,ABodyBuilder2,Para-Epi,Refinement,10,0.369
2002,7phw,experimental,AlphaFold2,Para-Epi,Refinement,1,0.201
2003,7phw,experimental,AlphaFold2,Para-Epi,Refinement,10,0.329
2004,7phw,experimental,ABlooper,Para-Epi,Refinement,1,0.089
2005,7phw,experimental,ABlooper,Para-Epi,Refinement,10,0.225
2006,7phw,experimental,IgFold,Para-Epi,Refinement,1,0.197
2007,7phw,experimental,IgFold,Para-Epi,Refinement,10,0.234
2008,7phw,experimental,ABodyBuilder2,Para-Epi,Clustering,1,0.256
2009,7phw,experimental,ABodyBuilder2,Para-Epi,Clustering,10,0.341
2010,7phw,experimental,AlphaFold2,Para-Epi,Clustering,1,0.201
2011,7phw,experimental,AlphaFold2,Para-Epi,Clustering,10,0.367
2012,7phw,experimental,ABlooper,Para-Epi,Clustering,1,0.082
2013,7phw,experimental,ABlooper,Para-Epi,Clustering,10,0.225
2014,7phw,experimental,IgFold,Para-Epi,Clustering,1,0.197
2015,7phw,experimental,IgFold,Para-Epi,Clustering,10,0.234
2016,7e3o,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.036
2017,7e3o,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.176
2018,7e3o,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.033
2019,7e3o,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.237
2020,7e3o,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.143
2021,7e3o,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.144
2022,7e3o,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.055
2023,7e3o,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.22
2024,7e3o,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.039
2025,7e3o,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.249
2026,7e3o,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.052
2027,7e3o,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.36
2028,7e3o,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.183
2029,7e3o,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.2
2030,7e3o,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.064
2031,7e3o,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,10,0.283
2032,7e3o,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.039
2033,7e3o,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.249
2034,7e3o,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.052
2035,7e3o,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.36
2036,7e3o,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.183
2037,7e3o,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.2
2038,7e3o,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,1,0.064
2039,7e3o,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,10,0.303
2040,7e3o,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,1,0.029
2041,7e3o,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,10,0.174
2042,7e3o,alphafold2,AlphaFold2,Para-Epi,Rigid-body,1,0.149
2043,7e3o,alphafold2,AlphaFold2,Para-Epi,Rigid-body,10,0.209
2044,7e3o,alphafold2,ABlooper,Para-Epi,Rigid-body,1,0.035
2045,7e3o,alphafold2,ABlooper,Para-Epi,Rigid-body,10,0.261
2046,7e3o,alphafold2,IgFold,Para-Epi,Rigid-body,1,0.214
2047,7e3o,alphafold2,IgFold,Para-Epi,Rigid-body,10,0.225
2048,7e3o,alphafold2,ABodyBuilder2,Para-Epi,Refinement,1,0.25
2049,7e3o,alphafold2,ABodyBuilder2,Para-Epi,Refinement,10,0.25
2050,7e3o,alphafold2,AlphaFold2,Para-Epi,Refinement,1,0.312
2051,7e3o,alphafold2,AlphaFold2,Para-Epi,Refinement,10,0.509
2052,7e3o,alphafold2,ABlooper,Para-Epi,Refinement,1,0.143
2053,7e3o,alphafold2,ABlooper,Para-Epi,Refinement,10,0.375
2054,7e3o,alphafold2,IgFold,Para-Epi,Refinement,1,0.248
2055,7e3o,alphafold2,IgFold,Para-Epi,Refinement,10,0.267
2056,7e3o,alphafold2,ABodyBuilder2,Para-Epi,Clustering,1,0.25
2057,7e3o,alphafold2,ABodyBuilder2,Para-Epi,Clustering,10,0.25
2058,7e3o,alphafold2,AlphaFold2,Para-Epi,Clustering,1,0.509
2059,7e3o,alphafold2,AlphaFold2,Para-Epi,Clustering,10,0.509
2060,7e3o,alphafold2,ABlooper,Para-Epi,Clustering,1,0.038
2061,7e3o,alphafold2,ABlooper,Para-Epi,Clustering,10,0.375
2062,7e3o,alphafold2,IgFold,Para-Epi,Clustering,1,0.228
2063,7e3o,alphafold2,IgFold,Para-Epi,Clustering,10,0.318
2064,7e3o,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.239
2065,7e3o,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.244
2066,7e3o,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.06
2067,7e3o,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.184
2068,7e3o,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.168
2069,7e3o,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.289
2070,7e3o,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.061
2071,7e3o,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.127
2072,7e3o,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.315
2073,7e3o,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.426
2074,7e3o,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.08
2075,7e3o,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.275
2076,7e3o,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.209
2077,7e3o,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.305
2078,7e3o,experimental,IgFold,CDR-VagueEpi-AA,Refinement,1,0.057
2079,7e3o,experimental,IgFold,CDR-VagueEpi-AA,Refinement,10,0.164
2080,7e3o,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.315
2081,7e3o,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.426
2082,7e3o,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.037
2083,7e3o,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.231
2084,7e3o,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.209
2085,7e3o,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.305
2086,7e3o,experimental,IgFold,CDR-VagueEpi-AA,Clustering,1,0.057
2087,7e3o,experimental,IgFold,CDR-VagueEpi-AA,Clustering,10,0.079
2088,7e3o,experimental,ABodyBuilder2,Para-Epi,Rigid-body,1,0.161
2089,7e3o,experimental,ABodyBuilder2,Para-Epi,Rigid-body,10,0.259
2090,7e3o,experimental,AlphaFold2,Para-Epi,Rigid-body,1,0.3
2091,7e3o,experimental,AlphaFold2,Para-Epi,Rigid-body,10,0.3
2092,7e3o,experimental,ABlooper,Para-Epi,Rigid-body,1,0.265
2093,7e3o,experimental,ABlooper,Para-Epi,Rigid-body,10,0.288
2094,7e3o,experimental,IgFold,Para-Epi,Rigid-body,1,0.19
2095,7e3o,experimental,IgFold,Para-Epi,Rigid-body,10,0.222
2096,7e3o,experimental,ABodyBuilder2,Para-Epi,Refinement,1,0.26
2097,7e3o,experimental,ABodyBuilder2,Para-Epi,Refinement,10,0.292
2098,7e3o,experimental,AlphaFold2,Para-Epi,Refinement,1,0.439
2099,7e3o,experimental,AlphaFold2,Para-Epi,Refinement,10,0.439
2100,7e3o,experimental,ABlooper,Para-Epi,Refinement,1,0.351
2101,7e3o,experimental,ABlooper,Para-Epi,Refinement,10,0.402
2102,7e3o,experimental,IgFold,Para-Epi,Refinement,1,0.034
2103,7e3o,experimental,IgFold,Para-Epi,Refinement,10,0.244
2104,7e3o,experimental,ABodyBuilder2,Para-Epi,Clustering,1,0.26
2105,7e3o,experimental,ABodyBuilder2,Para-Epi,Clustering,10,0.292
2106,7e3o,experimental,AlphaFold2,Para-Epi,Clustering,1,0.439
2107,7e3o,experimental,AlphaFold2,Para-Epi,Clustering,10,0.439
2108,7e3o,experimental,ABlooper,Para-Epi,Clustering,1,0.351
2109,7e3o,experimental,ABlooper,Para-Epi,Clustering,10,0.402
2110,7e3o,experimental,IgFold,Para-Epi,Clustering,1,0.034
2111,7e3o,experimental,IgFold,Para-Epi,Clustering,10,0.232
2112,7bbj,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.266
2113,7bbj,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.414
2114,7bbj,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.038
2115,7bbj,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.353
2116,7bbj,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.048
2117,7bbj,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.288
2118,7bbj,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.086
2119,7bbj,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.532
2120,7bbj,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.066
2121,7bbj,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.362
2122,7bbj,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.052
2123,7bbj,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.418
2124,7bbj,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.039
2125,7bbj,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.074
2126,7bbj,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.412
2127,7bbj,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,10,0.412
2128,7bbj,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.066
2129,7bbj,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.383
2130,7bbj,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.052
2131,7bbj,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.418
2132,7bbj,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.039
2133,7bbj,alphafold2,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.062
2134,7bbj,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,1,0.412
2135,7bbj,alphafold2,IgFold,CDR-VagueEpi-AA,Clustering,10,0.412
2136,7bbj,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,1,0.032
2137,7bbj,alphafold2,ABodyBuilder2,Para-Epi,Rigid-body,10,0.406
2138,7bbj,alphafold2,AlphaFold2,Para-Epi,Rigid-body,1,0.417
2139,7bbj,alphafold2,AlphaFold2,Para-Epi,Rigid-body,10,0.524
2140,7bbj,alphafold2,ABlooper,Para-Epi,Rigid-body,1,0.286
2141,7bbj,alphafold2,ABlooper,Para-Epi,Rigid-body,10,0.447
2142,7bbj,alphafold2,IgFold,Para-Epi,Rigid-body,1,0.519
2143,7bbj,alphafold2,IgFold,Para-Epi,Rigid-body,10,0.536
2144,7bbj,alphafold2,ABodyBuilder2,Para-Epi,Refinement,1,0.357
2145,7bbj,alphafold2,ABodyBuilder2,Para-Epi,Refinement,10,0.624
2146,7bbj,alphafold2,AlphaFold2,Para-Epi,Refinement,1,0.605
2147,7bbj,alphafold2,AlphaFold2,Para-Epi,Refinement,10,0.637
2148,7bbj,alphafold2,ABlooper,Para-Epi,Refinement,1,0.409
2149,7bbj,alphafold2,ABlooper,Para-Epi,Refinement,10,0.509
2150,7bbj,alphafold2,IgFold,Para-Epi,Refinement,1,0.567
2151,7bbj,alphafold2,IgFold,Para-Epi,Refinement,10,0.602
2152,7bbj,alphafold2,ABodyBuilder2,Para-Epi,Clustering,1,0.357
2153,7bbj,alphafold2,ABodyBuilder2,Para-Epi,Clustering,10,0.624
2154,7bbj,alphafold2,AlphaFold2,Para-Epi,Clustering,1,0.605
2155,7bbj,alphafold2,AlphaFold2,Para-Epi,Clustering,10,0.637
2156,7bbj,alphafold2,ABlooper,Para-Epi,Clustering,1,0.409
2157,7bbj,alphafold2,ABlooper,Para-Epi,Clustering,10,0.509
2158,7bbj,alphafold2,IgFold,Para-Epi,Clustering,1,0.567
2159,7bbj,alphafold2,IgFold,Para-Epi,Clustering,10,0.602
2160,7bbj,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.026
2161,7bbj,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.502
2162,7bbj,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.613
2163,7bbj,experimental,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.613
2164,7bbj,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.423
2165,7bbj,experimental,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.631
2166,7bbj,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.16
2167,7bbj,experimental,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.642
2168,7bbj,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.562
2169,7bbj,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.562
2170,7bbj,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.067
2171,7bbj,experimental,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.701
2172,7bbj,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.049
2173,7bbj,experimental,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.525
2174,7bbj,experimental,IgFold,CDR-VagueEpi-AA,Refinement,1,0.045
2175,7bbj,experimental,IgFold,CDR-VagueEpi-AA,Refinement,10,0.614
2176,7bbj,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,1,0.02
2177,7bbj,experimental,ABodyBuilder2,CDR-VagueEpi-AA,Clustering,10,0.502
2178,7bbj,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,1,0.067
2179,7bbj,experimental,AlphaFold2,CDR-VagueEpi-AA,Clustering,10,0.701
2180,7bbj,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,1,0.049
2181,7bbj,experimental,ABlooper,CDR-VagueEpi-AA,Clustering,10,0.525
2182,7bbj,experimental,IgFold,CDR-VagueEpi-AA,Clustering,1,0.385
2183,7bbj,experimental,IgFold,CDR-VagueEpi-AA,Clustering,10,0.614
2184,7bbj,experimental,ABodyBuilder2,Para-Epi,Rigid-body,1,0.501
2185,7bbj,experimental,ABodyBuilder2,Para-Epi,Rigid-body,10,0.517
2186,7bbj,experimental,AlphaFold2,Para-Epi,Rigid-body,1,0.593
2187,7bbj,experimental,AlphaFold2,Para-Epi,Rigid-body,10,0.634
2188,7bbj,experimental,ABlooper,Para-Epi,Rigid-body,1,0.563
2189,7bbj,experimental,ABlooper,Para-Epi,Rigid-body,10,0.626
2190,7bbj,experimental,IgFold,Para-Epi,Rigid-body,1,0.63
2191,7bbj,experimental,IgFold,Para-Epi,Rigid-body,10,0.655
2192,7bbj,experimental,ABodyBuilder2,Para-Epi,Refinement,1,0.685
2193,7bbj,experimental,ABodyBuilder2,Para-Epi,Refinement,10,0.747
2194,7bbj,experimental,AlphaFold2,Para-Epi,Refinement,1,0.758
2195,7bbj,experimental,AlphaFold2,Para-Epi,Refinement,10,0.901
2196,7bbj,experimental,ABlooper,Para-Epi,Refinement,1,0.767
2197,7bbj,experimental,ABlooper,Para-Epi,Refinement,10,0.767
2198,7bbj,experimental,IgFold,Para-Epi,Refinement,1,0.557
2199,7bbj,experimental,IgFold,Para-Epi,Refinement,10,0.79
2200,7bbj,experimental,ABodyBuilder2,Para-Epi,Clustering,1,0.685
2201,7bbj,experimental,ABodyBuilder2,Para-Epi,Clustering,10,0.747
2202,7bbj,experimental,AlphaFold2,Para-Epi,Clustering,1,0.758
2203,7bbj,experimental,AlphaFold2,Para-Epi,Clustering,10,0.901
2204,7bbj,experimental,ABlooper,Para-Epi,Clustering,1,0.767
2205,7bbj,experimental,ABlooper,Para-Epi,Clustering,10,0.767
2206,7bbj,experimental,IgFold,Para-Epi,Clustering,1,0.557
2207,7bbj,experimental,IgFold,Para-Epi,Clustering,10,0.79
2208,7f7e,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,1,0.053
2209,7f7e,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Rigid-body,10,0.088
2210,7f7e,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,1,0.082
2211,7f7e,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Rigid-body,10,0.111
2212,7f7e,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,1,0.054
2213,7f7e,alphafold2,ABlooper,CDR-VagueEpi-AA,Rigid-body,10,0.074
2214,7f7e,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,1,0.071
2215,7f7e,alphafold2,IgFold,CDR-VagueEpi-AA,Rigid-body,10,0.108
2216,7f7e,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,1,0.059
2217,7f7e,alphafold2,ABodyBuilder2,CDR-VagueEpi-AA,Refinement,10,0.097
2218,7f7e,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,1,0.102
2219,7f7e,alphafold2,AlphaFold2,CDR-VagueEpi-AA,Refinement,10,0.108
2220,7f7e,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,1,0.059
2221,7f7e,alphafold2,ABlooper,CDR-VagueEpi-AA,Refinement,10,0.14
2222,7f7e,alphafold2,IgFold,CDR-VagueEpi-AA,Refinement,1,0.066
